order_id,order_date,product,category,region,quantity,price,revenue,year,month,month_name,month_year,profit,order_size
100079,2023-07-21,Phone,Electronics,Central,4,789,3156,2023,7,July,2023-07,946.8,Large
100080,2023-09-27,Monitor,Electronics,South,5,244,1220,2023,9,September,2023-09,366.0,Large
100081,2023-09-28,Tablet,Electronics,East,5,491,2455,2023,9,September,2023-09,736.5,Large
100082,2024-03-31,Keyboard,Accessories,East,4,51,204,2024,3,March,2024-03,61.199999999999996,Small
100083,2024-04-06,Phone,Electronics,South,4,837,3348,2024,4,April,2024-04,1004.4,Large
100084,2024-12-27,Headphones,Accessories,East,5,130,650,2024,12,December,2024-12,195.0,Medium
100085,2023-09-09,Monitor,Electronics,Central,2,239,478,2023,9,September,2023-09,143.4,Medium
100086,2024-12-02,Headphones,Accessories,Central,4,160,640,2024,12,December,2024-12,192.0,Medium
100087,2023-10-23,Tablet,Electronics,South,3,516,1548,2023,10,October,2023-10,464.4,Large
100088,2024-12-25,Tablet,Electronics,West,2,503,1006,2024,12,December,2024-12,301.8,Large
100089,2024-12-20,Tablet,Electronics,South,3,545,1635,2024,12,December,2024-12,490.5,Large
100090,2023-12-04,Phone,Electronics,Central,3,773,2319,2023,12,December,2023-12,695.6999999999999,Large
100091,2023-02-22,Tablet,Electronics,South,1,520,520,2023,2,February,2023-02,156.0,Medium
100092,2023-08-05,Phone,Electronics,Central,5,845,4225,2023,8,August,2023-08,1267.5,Large
100093,2023-07-07,Mouse,Accessories,West,3,81,243,2023,7,July,2023-07,72.89999999999999,Small
100094,2024-01-15,Laptop,Electronics,Central,4,922,3688,2024,1,January,2024-01,1106.3999999999999,Large
100095,2024-05-07,Mouse,Accessories,East,4,62,248,2024,5,May,2024-05,74.39999999999999,Small
100096,2023-02-10,Tablet,Electronics,North,2,517,1034,2023,2,February,2023-02,310.2,Large
100097,2023-06-06,Laptop,Electronics,West,4,887,3548,2023,6,June,2023-06,1064.3999999999999,Large
100098,2023-01-15,Tablet,Electronics,North,4,485,1940,2023,1,January,2023-01,582.0,Large
100099,2023-03-06,Tablet,Electronics,West,1,452,452,2023,3,March,2023-03,135.6,Medium
100100,2024-06-04,Smartwatch,Wearables,West,3,342,1026,2024,6,June,2024-06,307.8,Large
100101,2023-12-10,Keyboard,Accessories,West,5,26,130,2023,12,December,2023-12,39.0,Small
100102,2023-05-09,Monitor,Electronics,West,2,240,480,2023,5,May,2023-05,144.0,Medium
100103,2024-10-09,Keyboard,Accessories,Central,1,90,90,2024,10,October,2024-10,27.0,Small
100104,2024-04-16,Laptop,Electronics,East,3,923,2769,2024,4,April,2024-04,830.6999999999999,Large
100105,2023-03-04,Smartwatch,Wearables,Central,3,253,759,2023,3,March,2023-03,227.7,Medium
100106,2023-05-19,Phone,Electronics,Central,4,839,3356,2023,5,May,2023-05,1006.8,Large
100107,2024-05-13,Tablet,Electronics,East,4,512,2048,2024,5,May,2024-05,614.4,Large
100108,2024-08-15,Mouse,Accessories,West,2,57,114,2024,8,August,2024-08,34.199999999999996,Small
100109,2024-01-27,Tablet,Electronics,East,5,474,2370,2024,1,January,2024-01,711.0,Large
100110,2024-11-05,Laptop,Electronics,North,4,926,3704,2024,11,November,2024-11,1111.2,Large
100111,2024-02-23,Tablet,Electronics,East,5,503,2515,2024,2,February,2024-02,754.5,Large
100112,2023-10-16,Phone,Electronics,Central,4,838,3352,2023,10,October,2023-10,1005.5999999999999,Large
100113,2024-01-14,Keyboard,Accessories,West,5,110,550,2024,1,January,2024-01,165.0,Medium
100114,2024-05-04,Phone,Electronics,Central,4,815,3260,2024,5,May,2024-05,978.0,Large
100115,2023-08-19,Phone,Electronics,North,4,776,3104,2023,8,August,2023-08,931.1999999999999,Large
100116,2023-02-10,Keyboard,Accessories,West,4,85,340,2023,2,February,2023-02,102.0,Medium
100117,2023-01-28,Mouse,Accessories,South,4,67,268,2023,1,January,2023-01,80.39999999999999,Small
100118,2023-05-15,Tablet,Electronics,Central,5,490,2450,2023,5,May,2023-05,735.0,Large
100119,2023-07-20,Phone,Electronics,Central,1,847,847,2023,7,July,2023-07,254.1,Medium
100120,2023-02-02,Mouse,Accessories,East,2,11,22,2023,2,February,2023-02,6.6,Small
100121,2023-02-17,Phone,Electronics,West,1,848,848,2023,2,February,2023-02,254.39999999999998,Medium
100122,2024-05-17,Phone,Electronics,Central,5,831,4155,2024,5,May,2024-05,1246.5,Large
100123,2024-02-11,Keyboard,Accessories,North,2,101,202,2024,2,February,2024-02,60.599999999999994,Small
100124,2024-07-27,Laptop,Electronics,West,4,919,3676,2024,7,July,2024-07,1102.8,Large
100125,2024-12-28,Tablet,Electronics,West,1,463,463,2024,12,December,2024-12,138.9,Medium
100126,2023-04-09,Laptop,Electronics,East,2,894,1788,2023,4,April,2023-04,536.4,Large
100127,2024-11-14,Monitor,Electronics,Central,1,253,253,2024,11,November,2024-11,75.89999999999999,Small
100128,2024-12-26,Keyboard,Accessories,Central,5,90,450,2024,12,December,2024-12,135.0,Medium
100129,2024-06-30,Monitor,Electronics,South,2,289,578,2024,6,June,2024-06,173.4,Medium
100130,2024-09-04,Phone,Electronics,South,4,775,3100,2024,9,September,2024-09,930.0,Large
100131,2024-04-06,Smartwatch,Wearables,West,3,291,873,2024,4,April,2024-04,261.9,Medium
100132,2024-10-04,Keyboard,Accessories,Central,4,40,160,2024,10,October,2024-10,48.0,Small
100133,2023-01-05,Monitor,Electronics,East,3,219,657,2023,1,January,2023-01,197.1,Medium
100134,2023-08-06,Headphones,Accessories,Central,4,131,524,2023,8,August,2023-08,157.2,Medium
100135,2024-05-17,Smartwatch,Wearables,East,5,311,1555,2024,5,May,2024-05,466.5,Large
100136,2024-02-02,Laptop,Electronics,South,2,918,1836,2024,2,February,2024-02,550.8,Large
100137,2024-01-28,Laptop,Electronics,North,1,851,851,2024,1,January,2024-01,255.29999999999998,Medium
100138,2023-07-26,Headphones,Accessories,Central,4,130,520,2023,7,July,2023-07,156.0,Medium
100139,2023-01-15,Mouse,Accessories,South,3,22,66,2023,1,January,2023-01,19.8,Small
100140,2024-07-07,Smartwatch,Wearables,North,2,274,548,2024,7,July,2024-07,164.4,Medium
100141,2024-04-05,Headphones,Accessories,North,1,90,90,2024,4,April,2024-04,27.0,Small
100142,2024-11-21,Smartwatch,Wearables,South,3,284,852,2024,11,November,2024-11,255.6,Medium
100143,2024-07-28,Tablet,Electronics,South,3,491,1473,2024,7,July,2024-07,441.9,Large
100144,2023-08-29,Smartwatch,Wearables,South,2,313,626,2023,8,August,2023-08,187.79999999999998,Medium
100145,2024-07-17,Laptop,Electronics,East,5,923,4615,2024,7,July,2024-07,1384.5,Large
100146,2023-04-06,Smartwatch,Wearables,West,5,323,1615,2023,4,April,2023-04,484.5,Large
100147,2024-04-29,Tablet,Electronics,West,5,495,2475,2024,4,April,2024-04,742.5,Large
100148,2024-02-11,Keyboard,Accessories,West,2,36,72,2024,2,February,2024-02,21.599999999999998,Small
100149,2023-08-19,Monitor,Electronics,East,3,262,786,2023,8,August,2023-08,235.79999999999998,Medium
100150,2024-10-16,Laptop,Electronics,South,2,885,1770,2024,10,October,2024-10,531.0,Large
100151,2023-06-20,Tablet,Electronics,West,5,536,2680,2023,6,June,2023-06,804.0,Large
100152,2024-06-24,Headphones,Accessories,East,4,110,440,2024,6,June,2024-06,132.0,Medium
100153,2023-02-05,Keyboard,Accessories,East,2,27,54,2023,2,February,2023-02,16.2,Small
100154,2024-06-08,Smartwatch,Wearables,South,4,304,1216,2024,6,June,2024-06,364.8,Large
100155,2023-06-09,Laptop,Electronics,North,5,911,4555,2023,6,June,2023-06,1366.5,Large
100156,2024-11-29,Headphones,Accessories,East,2,141,282,2024,11,November,2024-11,84.6,Small
100157,2023-08-31,Tablet,Electronics,Central,2,479,958,2023,8,August,2023-08,287.4,Medium
100158,2023-03-27,Laptop,Electronics,East,4,875,3500,2023,3,March,2023-03,1050.0,Large
100159,2024-07-31,Smartwatch,Wearables,North,1,254,254,2024,7,July,2024-07,76.2,Small
100160,2024-11-12,Headphones,Accessories,North,4,81,324,2024,11,November,2024-11,97.2,Medium
100161,2024-07-10,Phone,Electronics,Central,5,846,4230,2024,7,July,2024-07,1269.0,Large
100162,2024-07-27,Headphones,Accessories,West,4,156,624,2024,7,July,2024-07,187.2,Medium
100163,2024-10-07,Smartwatch,Wearables,East,1,296,296,2024,10,October,2024-10,88.8,Small
100164,2023-01-28,Laptop,Electronics,South,5,876,4380,2023,1,January,2023-01,1314.0,Large
100165,2024-09-11,Keyboard,Accessories,South,2,34,68,2024,9,September,2024-09,20.4,Small
100166,2024-07-09,Laptop,Electronics,Central,2,898,1796,2024,7,July,2024-07,538.8,Large
100167,2023-12-06,Smartwatch,Wearables,North,1,330,330,2023,12,December,2023-12,99.0,Medium
100168,2023-11-27,Laptop,Electronics,West,5,949,4745,2023,11,November,2023-11,1423.5,Large
100169,2024-10-01,Phone,Electronics,East,5,825,4125,2024,10,October,2024-10,1237.5,Large
100170,2024-05-20,Keyboard,Accessories,East,2,65,130,2024,5,May,2024-05,39.0,Small
100171,2023-12-14,Smartwatch,Wearables,East,4,298,1192,2023,12,December,2023-12,357.59999999999997,Large
100172,2024-04-17,Phone,Electronics,South,4,762,3048,2024,4,April,2024-04,914.4,Large
100173,2023-08-19,Laptop,Electronics,West,5,882,4410,2023,8,August,2023-08,1323.0,Large
100174,2023-07-09,Phone,Electronics,Central,1,790,790,2023,7,July,2023-07,237.0,Medium
100175,2023-08-13,Monitor,Electronics,South,1,201,201,2023,8,August,2023-08,60.3,Small
100176,2024-01-20,Monitor,Electronics,North,2,209,418,2024,1,January,2024-01,125.39999999999999,Medium
100177,2024-01-12,Smartwatch,Wearables,West,3,347,1041,2024,1,January,2024-01,312.3,Large
100178,2023-10-10,Monitor,Electronics,North,1,289,289,2023,10,October,2023-10,86.7,Small
100179,2024-09-24,Headphones,Accessories,East,3,75,225,2024,9,September,2024-09,67.5,Small
100180,2024-09-19,Mouse,Accessories,South,4,6,24,2024,9,September,2024-09,7.199999999999999,Small
100181,2023-09-16,Tablet,Electronics,West,2,490,980,2023,9,September,2023-09,294.0,Medium
100182,2023-12-25,Smartwatch,Wearables,South,4,266,1064,2023,12,December,2023-12,319.2,Large
100183,2024-12-10,Phone,Electronics,West,1,842,842,2024,12,December,2024-12,252.6,Medium
100184,2024-03-31,Laptop,Electronics,East,4,905,3620,2024,3,March,2024-03,1086.0,Large
100185,2024-02-15,Smartwatch,Wearables,West,5,292,1460,2024,2,February,2024-02,438.0,Large
100186,2024-10-10,Mouse,Accessories,East,4,45,180,2024,10,October,2024-10,54.0,Small
100187,2023-11-14,Smartwatch,Wearables,South,3,276,828,2023,11,November,2023-11,248.39999999999998,Medium
100188,2024-11-07,Phone,Electronics,South,3,820,2460,2024,11,November,2024-11,738.0,Large
100189,2023-08-13,Monitor,Electronics,South,4,287,1148,2023,8,August,2023-08,344.4,Large
100190,2023-08-22,Tablet,Electronics,East,1,542,542,2023,8,August,2023-08,162.6,Medium
100191,2024-11-14,Keyboard,Accessories,North,3,27,81,2024,11,November,2024-11,24.3,Small
100192,2024-10-25,Monitor,Electronics,North,2,271,542,2024,10,October,2024-10,162.6,Medium
100193,2024-01-09,Tablet,Electronics,West,5,465,2325,2024,1,January,2024-01,697.5,Large
100194,2024-11-02,Laptop,Electronics,South,1,923,923,2024,11,November,2024-11,276.9,Medium
100196,2024-04-16,Mouse,Accessories,Central,1,13,13,2024,4,April,2024-04,3.9,Small
100197,2023-08-21,Phone,Electronics,South,3,787,2361,2023,8,August,2023-08,708.3,Large
100198,2024-11-22,Smartwatch,Wearables,Central,1,315,315,2024,11,November,2024-11,94.5,Medium
100199,2023-04-23,Headphones,Accessories,North,2,140,280,2023,4,April,2023-04,84.0,Small
100200,2024-05-11,Keyboard,Accessories,East,1,22,22,2024,5,May,2024-05,6.6,Small
100201,2024-03-17,Tablet,Electronics,Central,3,468,1404,2024,3,March,2024-03,421.2,Large
100202,2024-07-17,Smartwatch,Wearables,Central,4,258,1032,2024,7,July,2024-07,309.59999999999997,Large
100203,2023-09-25,Monitor,Electronics,South,2,232,464,2023,9,September,2023-09,139.2,Medium
100204,2024-05-24,Tablet,Electronics,West,4,478,1912,2024,5,May,2024-05,573.6,Large
100205,2024-01-21,Tablet,Electronics,East,3,479,1437,2024,1,January,2024-01,431.09999999999997,Large
100206,2024-01-22,Keyboard,Accessories,South,2,70,140,2024,1,January,2024-01,42.0,Small
100207,2023-04-23,Laptop,Electronics,South,4,945,3780,2023,4,April,2023-04,1134.0,Large
100208,2024-09-04,Smartwatch,Wearables,North,2,268,536,2024,9,September,2024-09,160.79999999999998,Medium
100209,2024-09-16,Headphones,Accessories,West,5,137,685,2024,9,September,2024-09,205.5,Medium
100210,2023-03-22,Monitor,Electronics,West,4,284,1136,2023,3,March,2023-03,340.8,Large
100211,2024-11-29,Laptop,Electronics,East,4,868,3472,2024,11,November,2024-11,1041.6,Large
100212,2023-04-23,Keyboard,Accessories,East,5,42,210,2023,4,April,2023-04,63.0,Small
100213,2023-01-02,Headphones,Accessories,West,3,132,396,2023,1,January,2023-01,118.8,Medium
100214,2024-10-03,Monitor,Electronics,Central,5,230,1150,2024,10,October,2024-10,345.0,Large
100215,2023-08-08,Keyboard,Accessories,Central,2,31,62,2023,8,August,2023-08,18.599999999999998,Small
100216,2024-07-19,Monitor,Electronics,South,2,266,532,2024,7,July,2024-07,159.6,Medium
100217,2023-08-13,Tablet,Electronics,West,2,492,984,2023,8,August,2023-08,295.2,Medium
100218,2024-01-20,Headphones,Accessories,South,3,111,333,2024,1,January,2024-01,99.89999999999999,Medium
100219,2024-02-07,Headphones,Accessories,Central,5,120,600,2024,2,February,2024-02,180.0,Medium
100220,2024-09-29,Keyboard,Accessories,East,1,103,103,2024,9,September,2024-09,30.9,Small
100221,2023-05-10,Smartwatch,Wearables,West,4,339,1356,2023,5,May,2023-05,406.8,Large
100222,2023-02-22,Monitor,Electronics,North,5,237,1185,2023,2,February,2023-02,355.5,Large
100224,2024-12-30,Laptop,Electronics,West,5,903,4515,2024,12,December,2024-12,1354.5,Large
100225,2024-11-02,Headphones,Accessories,North,5,117,585,2024,11,November,2024-11,175.5,Medium
100226,2024-12-10,Monitor,Electronics,South,3,208,624,2024,12,December,2024-12,187.2,Medium
100227,2024-02-20,Keyboard,Accessories,Central,4,75,300,2024,2,February,2024-02,90.0,Medium
100228,2023-09-04,Tablet,Electronics,South,3,483,1449,2023,9,September,2023-09,434.7,Large
100229,2024-03-14,Keyboard,Accessories,East,3,44,132,2024,3,March,2024-03,39.6,Small
100230,2023-07-22,Smartwatch,Wearables,South,2,277,554,2023,7,July,2023-07,166.2,Medium
100231,2023-07-03,Headphones,Accessories,South,3,104,312,2023,7,July,2023-07,93.6,Medium
100232,2023-05-03,Phone,Electronics,West,4,822,3288,2023,5,May,2023-05,986.4,Large
100233,2024-02-05,Headphones,Accessories,West,2,151,302,2024,2,February,2024-02,90.6,Medium
100234,2023-10-21,Tablet,Electronics,Central,3,477,1431,2023,10,October,2023-10,429.3,Large
100235,2023-10-07,Phone,Electronics,East,2,803,1606,2023,10,October,2023-10,481.79999999999995,Large
100236,2024-09-01,Smartwatch,Wearables,East,5,261,1305,2024,9,September,2024-09,391.5,Large
100237,2023-07-17,Smartwatch,Wearables,Central,4,335,1340,2023,7,July,2023-07,402.0,Large
100238,2024-05-25,Mouse,Accessories,North,1,31,31,2024,5,May,2024-05,9.299999999999999,Small
100239,2023-05-24,Keyboard,Accessories,South,1,44,44,2023,5,May,2023-05,13.2,Small
100240,2024-08-31,Monitor,Electronics,West,1,233,233,2024,8,August,2024-08,69.89999999999999,Small
100241,2023-07-20,Phone,Electronics,Central,5,791,3955,2023,7,July,2023-07,1186.5,Large
100242,2023-05-04,Smartwatch,Wearables,Central,3,342,1026,2023,5,May,2023-05,307.8,Large
100243,2023-07-06,Laptop,Electronics,West,5,899,4495,2023,7,July,2023-07,1348.5,Large
100244,2023-11-22,Laptop,Electronics,West,1,913,913,2023,11,November,2023-11,273.9,Medium
100246,2023-12-15,Smartwatch,Wearables,East,5,342,1710,2023,12,December,2023-12,513.0,Large
100247,2024-10-21,Phone,Electronics,West,3,815,2445,2024,10,October,2024-10,733.5,Large
100248,2024-02-07,Phone,Electronics,Central,1,834,834,2024,2,February,2024-02,250.2,Medium
100249,2023-12-12,Monitor,Electronics,South,4,250,1000,2023,12,December,2023-12,300.0,Large
100250,2024-05-25,Laptop,Electronics,North,1,877,877,2024,5,May,2024-05,263.09999999999997,Medium
100251,2023-05-27,Laptop,Electronics,South,1,918,918,2023,5,May,2023-05,275.4,Medium
100252,2023-05-28,Tablet,Electronics,South,2,475,950,2023,5,May,2023-05,285.0,Medium
100253,2024-12-11,Monitor,Electronics,East,3,264,792,2024,12,December,2024-12,237.6,Medium
100254,2024-05-03,Tablet,Electronics,South,2,497,994,2024,5,May,2024-05,298.2,Medium
100255,2024-10-01,Phone,Electronics,Central,5,833,4165,2024,10,October,2024-10,1249.5,Large
100256,2024-07-04,Monitor,Electronics,Central,5,220,1100,2024,7,July,2024-07,330.0,Large
100257,2023-12-04,Headphones,Accessories,West,1,71,71,2023,12,December,2023-12,21.3,Small
100258,2024-10-02,Laptop,Electronics,East,2,862,1724,2024,10,October,2024-10,517.1999999999999,Large
100259,2024-04-17,Phone,Electronics,West,2,841,1682,2024,4,April,2024-04,504.59999999999997,Large
100260,2023-05-31,Laptop,Electronics,South,4,929,3716,2023,5,May,2023-05,1114.8,Large
100261,2024-02-19,Tablet,Electronics,Central,4,507,2028,2024,2,February,2024-02,608.4,Large
100262,2023-10-25,Mouse,Accessories,West,1,55,55,2023,10,October,2023-10,16.5,Small
100263,2024-09-02,Headphones,Accessories,Central,5,86,430,2024,9,September,2024-09,129.0,Medium
100264,2023-09-20,Headphones,Accessories,West,4,111,444,2023,9,September,2023-09,133.2,Medium
100265,2023-05-24,Smartwatch,Wearables,North,2,322,644,2023,5,May,2023-05,193.2,Medium
100266,2023-12-12,Laptop,Electronics,East,2,919,1838,2023,12,December,2023-12,551.4,Large
100267,2024-09-15,Keyboard,Accessories,West,1,85,85,2024,9,September,2024-09,25.5,Small
100268,2024-07-25,Keyboard,Accessories,South,3,115,345,2024,7,July,2024-07,103.5,Medium
100269,2023-01-02,Tablet,Electronics,Central,3,498,1494,2023,1,January,2023-01,448.2,Large
100270,2023-10-31,Monitor,Electronics,Central,5,256,1280,2023,10,October,2023-10,384.0,Large
100271,2023-09-11,Headphones,Accessories,East,1,89,89,2023,9,September,2023-09,26.7,Small
100272,2024-10-13,Laptop,Electronics,East,4,870,3480,2024,10,October,2024-10,1044.0,Large
100273,2024-03-28,Tablet,Electronics,North,5,537,2685,2024,3,March,2024-03,805.5,Large
100274,2023-02-06,Smartwatch,Wearables,West,4,281,1124,2023,2,February,2023-02,337.2,Large
100275,2023-06-09,Tablet,Electronics,North,1,528,528,2023,6,June,2023-06,158.4,Medium
100276,2023-01-09,Phone,Electronics,West,5,805,4025,2023,1,January,2023-01,1207.5,Large
100277,2023-08-21,Laptop,Electronics,West,5,894,4470,2023,8,August,2023-08,1341.0,Large
100278,2023-04-09,Laptop,Electronics,East,4,871,3484,2023,4,April,2023-04,1045.2,Large
100279,2024-10-20,Tablet,Electronics,East,3,487,1461,2024,10,October,2024-10,438.3,Large
100280,2023-07-27,Phone,Electronics,West,3,785,2355,2023,7,July,2023-07,706.5,Large
100281,2023-05-11,Phone,Electronics,East,4,765,3060,2023,5,May,2023-05,918.0,Large
100282,2024-02-08,Mouse,Accessories,West,2,57,114,2024,2,February,2024-02,34.199999999999996,Small
100283,2023-06-01,Keyboard,Accessories,East,2,91,182,2023,6,June,2023-06,54.6,Small
100284,2023-02-23,Mouse,Accessories,South,5,86,430,2023,2,February,2023-02,129.0,Medium
100285,2023-04-30,Laptop,Electronics,West,4,937,3748,2023,4,April,2023-04,1124.3999999999999,Large
100286,2024-11-03,Laptop,Electronics,Central,3,863,2589,2024,11,November,2024-11,776.6999999999999,Large
